"","State","Year","sum_Population","mean_Model.based.Death.Rate","mean_Standard.Deviation","mean_Lower.Confidence.Limit","mean_Upper.Confidence.Limit","sum_Tot_Clms","sum_Tot_Opioid_Clms","mean_Opioid_Prscrbng_Rate","mean_Opioid_Prscrbng_Rate_1Y_Chg","mean_Opioid_Prscrbng_Rate_5Y_Chg","high_overdose_death_rate","perc_opioid_clms"
"144","Ohio",2021,11780017,41.2839829545455,2.57054886363636,36.6289517045455,46.7005954545455,79276830,1880182,2.26333333333333,-0.09,-2.75333333333333,TRUE,2.37166647556417
"145","Oklahoma",2018,3943488,22.0340355844156,2.52400376623377,17.7549854545455,27.6277627272727,11188230,603118,5.39,-1.03,-3.45,FALSE,5.39064713542714
"146","Oklahoma",2019,3960676,23.0074180519481,2.63539038961039,18.5395115584416,28.8479836363636,10713988,473672,4.42,-0.97,-3.91,FALSE,4.42106151322925
"147","Oklahoma",2020,3980783,29.7955901298701,3.41212311688312,24.0107019480519,37.3574118181818,9948668,424166,4.26,-0.16,-3.37,TRUE,4.26354563244044
"148","Oklahoma",2021,3986639,34.389248961039,3.93765701298701,27.7132666233766,43.1156368831169,11553522,587724,5.09,0.83,-2.09,TRUE,5.08696828551501
"149","Oregon",2018,4183538,15.7667116666667,1.65984611111111,12.9849825,19.4729738888889,18257324,885556,4.04333333333333,-1.18666666666667,-4.24666666666667,FALSE,4.85041509916787
"150","Oregon",2019,4216116,16.4635361111111,1.73309333333333,13.5590486111111,20.3333430555556,18357758,763286,3.39333333333333,-0.65,-4.68666666666667,FALSE,4.15783888206828
"151","Oregon",2020,4241507,21.3215497222222,2.24383111111111,17.5610833333333,26.3317491666667,19077920,751736,3.14333333333333,-0.25,-3.93,FALSE,3.94034569806352
"152","Oregon",2021,4246155,24.61025,2.58943944444444,20.2705316666667,30.3921102777778,19690656,726968,2.93666666666667,-0.206666666666667,-3.35666666666667,FALSE,3.69194403680609
"153","Pennsylvania",2018,12809107,24.8520256716418,1.43764074626866,22.2647058208955,27.8960656716418,67365232,1851226,2.31333333333333,-1.19,-3.92,FALSE,2.74804367926767
"154","Pennsylvania",2019,12798883,25.9496471641791,1.5008823880597,23.2485107462687,29.1275949253731,64523464,1235300,1.67666666666667,-0.636666666666667,-3.94333333333333,TRUE,1.91449733696877
"155","Pennsylvania",2020,12783254,33.6042459701493,1.94200686567164,30.1092079104478,37.7162089552239,62407456,996158,1.44,-0.236666666666667,-3.99333333333333,TRUE,1.59621632389566
"156","Pennsylvania",2021,12964056,38.7822107462687,2.24036910447761,34.7502008955224,43.5259102985075,65390786,910166,1.29333333333333,-0.146666666666667,-3.14,TRUE,1.39188723010609
"157","Rhode Island",2018,1059338,25.58153,1.160968,23.428006,27.9786,7030800,177408,2.18333333333333,-0.803333333333333,-2.66,TRUE,2.52329749103943
"158","Rhode Island",2019,1058158,26.710948,1.211948,24.462854,29.213268,6398116,143604,1.94333333333333,-0.24,-3.3,TRUE,2.2444732168032
"159","Rhode Island",2020,1057125,34.59193,1.567698,31.683852,37.828706,6263382,132386,1.82,-0.123333333333333,-2.62,TRUE,2.11365042081099
"160","Rhode Island",2021,1095610,39.92356,1.808228,36.569258,43.656894,6551142,137168,1.68333333333333,-0.136666666666667,-2.06666666666667,TRUE,2.09380288200134
"161","South Carolina",2018,5091702,18.4181080434783,1.43242195652174,15.8931267391304,21.501915,13186054,467378,3.29,-1.07,-3.52,FALSE,3.5444872287039
"162","South Carolina",2019,5157702,19.2317834782609,1.49557065217391,16.5954836956522,22.4515397826087,12947744,356418,2.62666666666667,-0.663333333333333,-3.86666666666667,FALSE,2.75274209931861
"163","South Carolina",2020,5218040,24.907577173913,1.93603717391304,21.4948002173913,29.0755465217391,12912846,304678,2.31666666666667,-0.31,-3.62666666666667,TRUE,2.3594953428547
"164","South Carolina",2021,5190705,28.7486123913043,2.23406347826087,24.8104523913043,33.55815,13271838,289112,2.12666666666667,-0.19,-3.15333333333333,TRUE,2.17838704782262
"165","South Dakota",2018,879386,7.48319454545455,1.83642681818182,4.76779484848485,11.9146040909091,1767482,65570,3.71,-1.07,-3.61,FALSE,3.70979732749754
"166","South Dakota",2019,887127,7.81393090909091,1.91756590909091,4.97854712121212,12.4411225757576,1737702,52842,3.04,-0.67,-3.68,FALSE,3.04091265360804
"167","South Dakota",2020,892717,10.1199851515152,2.48331545454545,6.44797909090909,16.1122890909091,1693148,48546,2.87,-0.17,-3.19,FALSE,2.86720357582444
"168","South Dakota",2021,895376,11.6805771212121,2.86615696969697,7.44241712121212,18.5966383333333,1895118,52128,2.75,-0.12,-2.64,FALSE,2.75064666157991
"169","Tennessee",2018,6778180,28.9484581052632,2.50344968421053,24.5311377894737,34.3349066315789,27186460,914858,2.79666666666667,-1.65333333333333,-3.47,TRUE,3.36512366817894
"170","Tennessee",2019,6830325,30.2277222105263,2.61386326315789,25.6155535789474,35.8517126315789,27985634,682374,1.98333333333333,-0.813333333333333,-3.20666666666667,TRUE,2.43830102258895
"171","Tennessee",2020,6886834,39.1468454736842,3.38370989473684,33.176094,46.4270562105263,26937364,1042014,7.48666666666667,5.50333333333333,2.19666666666667,TRUE,3.86828495913706
"172","Tennessee",2021,6975218,45.1824871578947,3.904514,38.2926124210526,53.5831012631579,14161072,694218,4.9,1.03,-2.15,TRUE,4.90229835707353
"173","Texas",2018,28624564,12.1302564173228,1.8753675984252,9.14289724409449,16.461869015748,62002566,1781982,2.70666666666667,-0.413333333333333,-1.70666666666667,FALSE,2.87404556772699
"174","Texas",2019,28986794,12.6662796062992,1.95817787401575,9.54700192913386,17.1891554724409,59548098,1462654,2.26,-0.446666666666667,-1.73,FALSE,2.45625645339671
"175","Texas",2020,29360759,16.4041040944882,2.53562287401575,12.3649202362205,22.2606655511811,52440612,1273638,2.04,-0.22,-1.19666666666667,FALSE,2.42872451602968
"176","Texas",2021,29527941,18.9335634645669,2.92635216535433,14.2719074409449,25.6925512598425,56750448,1152048,1.67666666666667,-0.363333333333333,-1.49,FALSE,2.03002450306648
"177","Utah",2018,3155153,23.6218520689655,2.8471575862069,18.8970820689655,30.0254210344828,4985862,240268,4.70666666666667,-0.99,-3.13,FALSE,4.81898616528095
"178","Utah",2019,3203383,24.66508,2.97276931034483,19.7318489655172,31.3511506896552,5247448,226236,4.29,-0.416666666666667,-3.70333333333333,FALSE,4.31135287095746
"179","Utah",2020,3249879,31.9412789655172,3.84873931034483,25.5542562068966,40.5973634482759,6112686,249732,3.90333333333333,-0.386666666666667,-3.70666666666667,TRUE,4.08547077340469
"180","Utah",2021,3337975,36.8644575862069,4.44137172413793,29.4938420689655,46.8533068965517,6766770,246394,3.47333333333333,-0.43,-3.55,TRUE,3.64123503532705
"181","Vermont",2018,624802,20.63188,2.03264571428571,17.1003435714286,25.0566928571429,2993182,121040,4.04,-1,-4.81,FALSE,4.04385700568826
"182","Vermont",2019,624046,21.5432635714286,2.12233214285714,17.8558885714286,26.1632957142857,1466352,47130,3.21,-0.83,-4.93,FALSE,3.2140986611673
"183","Vermont",2020,623347,27.9003414285714,2.74783714285714,23.1260735714286,33.8818864285714,1455947,42788,2.94,-0.27,-4.09,TRUE,2.93884324085973
"184","Vermont",2021,645570,32.2022192857143,3.17103428571429,26.6925671428571,39.1048971428571,1594969,43511,2.73,-0.21,-3.6,TRUE,2.72801540343417
"185","Virginia",2018,8510920,19.4441915037594,2.12882827067669,15.8012352631579,24.1311745864662,22209454,1456180,7.79666666666667,3.73,1.34333333333333,FALSE,6.55657721256903
"186","Virginia",2019,8556642,20.3034030075188,2.22279097744361,16.499637593985,25.1972436090226,33894694,3506960,12.7366666666667,4.94,6.99333333333333,FALSE,10.346634195901
"187","Virginia",2020,8590563,26.2945683458647,2.87795436090226,21.3695208270677,32.6307369172932,37722742,4843288,13.3133333333333,0.576666666666667,8.21,TRUE,12.839172719735
"188","Virginia",2021,8642274,30.3487376691729,3.3212245112782,24.6650308270677,37.6607316541353,38611544,5594998,13.5166666666667,0.203333333333333,7.86333333333333,TRUE,14.4904798419872
"189","Washington",2018,7526793,19.2188984615385,1.68476076923077,16.3173497435897,22.9093861538462,28518848,1431070,6.05666666666667,-1.25,-2.60666666666667,FALSE,5.01797968838012
"190","Washington",2019,7614024,20.0681428205128,1.75905230769231,17.0386464102564,23.92136,28190986,1150808,4.81,-1.24666666666667,-4.63666666666667,FALSE,4.08218428401192
"191","Washington",2020,7693612,25.9897471794872,2.27711794871795,22.0679866666667,30.9777602564103,27178166,1044056,3.75666666666667,-1.05333333333333,-4.94666666666667,TRUE,3.84152484755594
"192","Washington",2021,7738692,29.9977817948718,2.62763282051282,25.4723082051282,35.7535602564103,27063926,1021568,3.57,-0.186666666666667,-4.42666666666667,TRUE,3.77464821622702
"193","West Virginia",2018,1805953,39.4864149090909,3.16316181818182,33.9039934545455,46.2901350909091,9481639,258932,2.73,-0.88,-4.19,TRUE,2.73087806865459
"194","West Virginia",2019,1795263,41.2305072727273,3.30259836363636,35.4019789090909,48.3341178181818,9252345,198674,2.15,-0.58,-4.75,TRUE,2.14728266185491
"195","West Virginia",2020,1784787,53.3934872727273,4.27485018181818,45.8488910909091,62.5881258181818,8518818,167406,1.97,-0.18,-3.63,TRUE,1.96513178236699
"196","West Virginia",2021,1782959,61.6214929090909,4.93243527272727,52.9161978181818,72.2303690909091,8609004,162857,1.89,-0.08,-2.67,TRUE,1.89170547487259
"197","Wisconsin",2018,5809319,14.7871826388889,1.55956861111111,12.1191022222222,18.2215356944444,21773868,1178824,5.15333333333333,-0.886666666666667,-3.54,FALSE,5.41393931477861
"198","Wisconsin",2019,5824581,15.4407448611111,1.62839763888889,12.65490625,19.0266597222222,21278156,1002380,4.61,-0.543333333333333,-3.89,FALSE,4.71084054464118
"199","Wisconsin",2020,5832655,19.9971663888889,2.10831861111111,16.3902219444444,24.6398597222222,21138488,966524,4.57,-0.14,-3.95,FALSE,4.57234216562698
"200","Wisconsin",2021,5895908,23.0805463888889,2.43303027777778,18.9180331944444,28.4382391666667,22324876,983208,4.4,-0.17,-3.265,FALSE,4.40409165094579
"201","Wyoming",2018,579054,15.6629508695652,2.2069947826087,12.014327826087,20.6410934782609,946892,46790,4.94,-0.9,-2.84,FALSE,4.94142943440223
"202","Wyoming",2019,580116,16.35515,2.30446304347826,12.5453769565217,21.5531260869565,884660,39218,4.43,-0.51,-3.37,FALSE,4.43311554721588
"203","Wyoming",2020,582328,21.1813360869565,2.98400347826087,16.2480104347826,27.9119734782609,826398,35670,4.32,-0.11,-3,FALSE,4.31632215954056
"204","Wyoming",2021,578803,24.4471652173913,3.44379391304348,18.7536026086957,32.2148117391304,893242,35426,3.97,-0.35,-2.44,FALSE,3.96600249428486
